"","tweet_id","tweet_text","tweet_created_at","tweet_geo_lat","tweet_geo_lon","tweet_city","text_clean"
"106","741734778634964992","Hawks taking flight!! Last night of OVC's! @ Lakeside Swim Club https://t.co/4iSK6EYreT","Sat Jun 11 20:52:06 +0000 2016","38.22037574","-85.68711073","Louisville, KY","hawks taking flight last night ovc s lakeside swim club http tco4isk6eyret"
"109","741736772183457793","Next Level Ballers Team1 53, TEAM FLIGHT 76, 11/12th Grade Boys - Pool (AAA) #bigtimehoopsdmv @exposurebball","Sat Jun 11 21:00:01 +0000 2016","38.6215541","-77.2877119","Virginia, USA","next level ballers team1 53 team flight 76 1112th grade boys pool aaa bigtimehoopsdmv exposurebball"
"110","741736777086554113","Always be open to new opportunities @ Flight Club https://t.co/mMeOajXP4p","Sat Jun 11 21:00:03 +0000 2016","40.73265","-73.99109","Manhattan, NY","always open new opportunity flight club http tcommeoajxp4p"
"114","741739331346259968","Work in progress for the new flight trays. @ Devour Brewing Co. https://t.co/FJU6YNHLTM","Sat Jun 11 21:10:12 +0000 2016","26.4969501","-80.0885925","Boynton Beach, FL","work progress new flight tray devour brewing co http tcofju6ynhltm"
"116","741741555757645824","#AUS #SAN Austin Texas -&gt; San Diego $129 https://t.co/bY9u7cLWJ5","Sat Jun 11 21:19:02 +0000 2016","30.1944","-97.67","Austin, TX","aus san austin texas gt san diego 129 http tcoby9u7clwj5"
"117","741741808787410944","#AUS #SEA Austin Texas -&gt; Seattle $163 https://t.co/bY9u7cLWJ5","Sat Jun 11 21:20:02 +0000 2016","30.1944","-97.67","Austin, TX","aus sea austin texas gt seattle 163 http tcoby9u7clwj5"
"118","741742061485858817","#SEA #AUS Seattle -&gt; Austin Texas $163 https://t.co/ULIsKTUtcp","Sat Jun 11 21:21:03 +0000 2016","47.4489","-122.3094","SeaTac, WA","sea aus seattle gt austin texas 163 http tcoulisktutcp"
"119","741742172777680896","Mini spa day after that 6 hour flight. (@ Bebe Nail Studio in Staten Island, NY) https://t.co/690MxPzexo","Sat Jun 11 21:21:29 +0000 2016","40.630212","-74.107821","Staten Island, NY","mini spa day 6 hour flight bebe nail studio staten island ny http tco690mxpzexo"
"120","741742314184269824","#SEA #ORD Seattle -&gt; Chicago $200 https://t.co/ULIsKTUtcp","Sat Jun 11 21:22:03 +0000 2016","47.4489","-122.3094","SeaTac, WA","sea ord seattle gt chicago 200 http tcoulisktutcp"
"121","741742567205666816","#SEA #LAS Seattle -&gt; Las Vegas $137 https://t.co/ULIsKTUtcp","Sat Jun 11 21:23:03 +0000 2016","47.4489","-122.3094","SeaTac, WA","sea las seattle gt las vegas 137 http tcoulisktutcp"
"122","741744937809682432","@XepherSicarius yeah, well, I'm totally going to watch it on my flight to Amsterdam!","Sat Jun 11 21:32:28 +0000 2016","42.2053955","-83.3602807","Romulus, MI","xephersicarius yeah well i m totally going watch flight amsterdam"
"128","741750568155250692","Overnight flight @ Hartsfield-Jackson Atlanta International Airport https://t.co/WD7GuHmAqc","Sat Jun 11 21:54:51 +0000 2016","33.64052346","-84.43530669","College Park, GA","overnight flight hartsfieldjackson atlanta international airport http tcowd7guhmaqc"
"131","741755774700015616","@timetraveltuesd take me off of that list thing for cheap flight whatever that is now!","Sat Jun 11 22:15:32 +0000 2016","34.11376953","-86.26572418","Alabama, USA","timetraveltuesd take list thing cheap flight whatever"
"136","741757080965644289","@AirFranceFR @airfrance What's in it for people  whose flight has been canceled?","Sat Jun 11 22:20:43 +0000 2016","39.4632719","-77.4103554","Frederick, MD","airfrancefr airfrance what s people whose flight ha canceled"
"137","741757156844666881","#ORD #SAN Chicago -&gt; San Diego $200 https://t.co/T5kOvbCKSg","Sat Jun 11 22:21:02 +0000 2016","41.9786","-87.9047","Chicago, IL","ord san chicago gt san diego 200 http tcot5kovbcksg"
"138","741759938578391040","We're #hiring! Read about our latest #job opening here: RN - Life Flight (Full-time,... - https://t.co/xU0GzlCRmH https://t.co/tQfI5yMJd5","Sat Jun 11 22:32:05 +0000 2016","25.7412344","-80.2945017","Coral Terrace, FL","we re hiring read latest job opening rn life flight fulltime http tcoxu0gzlcrmh http tcotqfi5ymjd5"
"146","741771751936249862","#SAN #SEA San Diego -&gt; Seattle $133 https://t.co/MsPaE3w6uQ","Sat Jun 11 23:19:01 +0000 2016","32.7336","-117.1897","San Diego, CA","san sea san diego gt seattle 133 http tcomspae3w6uq"
"147","741771959579639808","Homeward bound. Flight lands at 12:43a and is already late taking off. Thank heavens for available 1st class... https://t.co/1sq5ljFYTw","Sat Jun 11 23:19:51 +0000 2016","37.62083313","-122.38835573","California, USA","homeward bound flight land 1243a already late taking thank heaven available 1st class http tco1sq5ljfytw"
"148","741772004613750785","#SAN #ORD San Diego -&gt; Chicago $200 https://t.co/MsPaE3w6uQ","Sat Jun 11 23:20:02 +0000 2016","32.7336","-117.1897","San Diego, CA","san ord san diego gt chicago 200 http tcomspae3w6uq"
"149","741772257572196352","#JFK #SEA New York JFK -&gt; Seattle $238 https://t.co/XGSQ8h6dVu","Sat Jun 11 23:21:02 +0000 2016","40.6397","-73.7789","Queens, NY","jfk sea new york jfk gt seattle 238 http tcoxgsq8h6dvu"
"150","741772510585184256","#JFK #SAN New York JFK -&gt; San Diego $243 https://t.co/XGSQ8h6dVu","Sat Jun 11 23:22:02 +0000 2016","40.6397","-73.7789","Queens, NY","jfk san new york jfk gt san diego 243 http tcoxgsq8h6dvu"
"152","741776303133581312","#flight @ Abandoned Building Brewery https://t.co/fMqpBB2sj9","Sat Jun 11 23:37:06 +0000 2016","42.2735399","-72.66127","Easthampton, MA","flight abandoned building brewery http tcofmqpbb2sj9"
"153","741776887169581057","In flight entertainment is a win!!! tapportugal @ Boston Logan International Airport https://t.co/laHyKvNvnM","Sat Jun 11 23:39:26 +0000 2016","42.36508945","-71.01877045","Boston, MA","in flight entertainment win tapportugal boston logan international airport http tcolahykvnvnm"
"154","741777978993061888","You can catch me on the red eye flight. @ Orlando International Airport or MCO https://t.co/ny5cOgd4Ke","Sat Jun 11 23:43:46 +0000 2016","28.42730468","-81.30087691","Orlando, FL","you catch red eye flight orlando international airport mco http tcony5cogd4ke"
"155","741778305871937541","Time for a flight before pizza! thirstypagan @thirstypagan @ Thirsty Pagan Brewing https://t.co/4n5lbhvVf2","Sat Jun 11 23:45:04 +0000 2016","46.7267778","-92.1024041","Superior, WI","time flight pizza thirstypagan thirstypagan thirsty pagan brewing http tco4n5lbhvvf2"
"157","741779036628738048","Flight of the Conchords!! @ State Theatre at Playhouse Square https://t.co/q9RqEL3tAS","Sat Jun 11 23:47:58 +0000 2016","41.5011292","-81.6809311","Cleveland, OH","flight conchords state theatre playhouse square http tcoq9rqel3tas"
"160","741782782490337280","I'm at DL Flight To Atlanta in Sacramento, CA https://t.co/oTOui8eqLk","Sun Jun 12 00:02:51 +0000 2016","38.680154","-121.593049","California, USA","i m dl flight to atlanta sacramento ca http tcootoui8eqlk"
